"","C_T_13","C_T_14","C_T_15","C_T_31","C_T_32","C_T_40","C_T_44","C_T_49","C_T_52","C_T_55","C_T_58","C_T_6","H_T_1","H_T_10","H_T_11","H_T_12","H_T_16","H_T_17","H_T_18","H_T_19","H_T_2","H_T_20","H_T_22","H_T_23","H_T_24","H_T_25","H_T_26","H_T_27","H_T_28","H_T_29","H_T_3","H_T_30","H_T_33","H_T_35","H_T_36","H_T_37","H_T_38","H_T_39","H_T_4","H_T_41","H_T_42","H_T_43","H_T_45","H_T_46","H_T_47","H_T_48","H_T_50","H_T_51","H_T_54","H_T_56","H_T_57","H_T_7","H_T_8","fd","P_value","P_value_adjust"
"Q6DN90|IQEC1_HUMAN",15310.9,0,0,0,0,0,0,0,0,0,110567,0,0,0,0,51750.5,0,224366,10217.5,0,22877.2,0,627291,25285.2,0,68589.2,40175.3,160693,34281.7,223123,129533,31169.2,356980,274909,177756,148587,0,667844,0,406256,219589,316126,430609,50022.15,886776,627180,75740.9,670110,0,575611,0,0,76307.6,4.14516366675768,4.40991006966148e-05,0.00123612282695009
"Q6EMK4|VASN_HUMAN",115610,0,0,24342.8,0,0,0,53887.6,0,240405,22868.2,0,0,0,113307,0,173678.5,0,0,0,283968,0,0,0,0,583308,418675,351049,0,0,114453.5,123964,45800.3,347559,860005,0,188378,275405,582560,82885.7,104715,377365,136781,173000,402608,342847,92397.15,827099,0,126168,139469,0,0,2.21823412635411,0.00133234607972056,0.0115416052438951
"Q6GQQ9|OTU7B_HUMAN",181836,0,0,0,0,85113.5,0,0,0,41018.1,91721.2,0,0,38840,0,0,0,51182.1,173640,0,310672,0,102156,27995.7,0,315017,162422,427819,0,73106.2,0,227130,172056,406090,413434,0,74020.8,640785,145981,0,0,111719,454294,104178,396664,150395,99105.15,244676,74246.5,124127,148423,0,308676,2.13032956955273,0.00054848186738456,0.00620935644927952
"Q6IPR1|ETFR1_HUMAN",0,0,0,0,0,15213,0,0,0,0,0,0,0,0,0,55147,0,15258.7,0,0,0,0,834350,286568,0,268952,718349.5,0,117099,127394,0,388697,101342,136185,776544,367741,237671,438620,35534.1,0,0,338282,405918,138885.45,644739,161437,167885.65,610297,534106,444925,53369.9,0,0,7.33726085492245,5.37871568498097e-06,0.000401464836998754
"Q6JQN1|ACD10_HUMAN",894671,0,278816,0,0,627951,0,115707,48987.4,0,350255.35,0,830070,1279290,26840.5,517633,61154.6,674774.5,395216,0,1845610,125652,2223460,451514,0,1684130,1873325,18532.3,133902,836534,370307.5,217422,851129,703576,1573190,475883,183751,651473,1109090,0,1264550,292717,557244,0,1347980,265133,411279.5,411136,480147,1499530,1730790,0,238585,1.8027859915838,0.000663153869190888,0.00713029260692849
"Q6KCM7|SCMC2_HUMAN",0,0,0,0,0,0,0,19909.1,0,0,0,0,0,0,0,0,0,57407.7,138170,0,0,0,170661,9285.75,0,0,133670,4784.89,0,82973.7,57100.6,27647.8,190791,0,135042,47940.4,0,73381,0,0,0,0,42753,0,0,45097.7,60651.05,0,109278,0,0,0,0,4.34942737599769,0.000504662215161139,0.00590059518965273
"Q6L8Q7|PDE12_HUMAN",0,373003,339004,279613.5,0,686187,0,573797,441592,1242180,1126778,149179,1438920,724131,667687,548224,141058,764757,1228065.5,183578,613180,256918,660048,138524,484344,1162050,1070700,1151650,245071,1172860,1145890,703649,1731350,1217770,4048180,1229490,1198140,2335970,582278,1088560,258740,2071750,2698880,478507,2937780,1412260,902370,1785510,895190,3092520,1355860,395964,1474670,1.42146485809916,0.000247178764613956,0.00355748988802015
"Q6NUM9|RETST_HUMAN",0,63171.1,574021,19097.9,0,34897.9,0,91970.25,303662,742538,439882,0,65002,736500,171506,148519,116659,229790.7,291905.5,267092,132819,4987.23,2203960,214179,40674.2,695918,162512.5,1352910,471519,2160610,12599.4,184745,1409970,1778830,1090890,2591400,270276,535018,195936,138779,0,1485770,956492,438325,3554740,1105060,2632640,1200180,1608630,4550280,1841630,343789,513310,2.28956893830157,0.000162046468301752,0.0026535109184412
"Q6NUN0|ACSM5_HUMAN",0,0,694247,0,0,0,39679.5,0,0,0,0,0,0,1440950,0,0,24502.9,695684.5,79421.7,2236750,0,51426.9,261004,191548,0,0,0,317038,1762130,196721,1174522.5,54781.8,787092,1682320,275711,1815330,275736,887044,80226,62269.7,0,1750400,822762,0,741885,0,860755,2298730,0,610733,606917,450160,27412.6,3.1669637758735,0.000200550222350825,0.00307699571353432
"Q6NVY1|HIBCH_HUMAN",741003,1167170,3341080,178321.5,291655,3135850,966364,1026128.5,1083470,2320250,1017102.5,264740,1982690,2873370,234723,977930,453893.5,1564675.5,792147.5,1341810,967911,724115,2207360,2367350,181608.5,1771500,5021660,636333,6212310,6765710,1600675,4355770,8511720,5955400,15089900,11994700,2938800,10990900,391074,1177020,646680.5,6831550,6812430,2887950,36546900,7709650,9139370,16850800,7791460,10253400,4940110,2413480,2615710,2.02182840619825,0.000547101364766437,0.00620467077815505
"Q6P1A2|MBOA5_HUMAN",0,0,560106,23169,0,361978,129304,114796.7,0,91716.2,181223,0,0,142575,638070,112088,0,822619.5,884803.5,176760,72933.3,0,1388860,454284,0,381096,649796,542777,0,365218,334378.5,0,534617,427534,373705,1037450,466337,503095,274446,211906,133229,356664,823115,5607.9,260619,1720040,179741,880369,678589,2012710,85192.3,168868,0,1.85710338627486,0.000739318560792466,0.00769273760951685
"Q6P1L8|RM14_HUMAN",0,0,0,0,0,385775,29580.4,0,0,157450,255757.5,0,0,0,156870,386906,0,37816.7,175994,0,0,0,62513.6,96195.7,0,65679.2,209703,0,0,121240,134880.75,172390,0,139875,411299,0,679099,1066460,49743.4,0,0,564926,850100,154147,927894,580892,328167.5,324641,570800,1310890,277451,0,0,1.79981362002903,0.00970357756137813,0.0479501650242388
"Q6P1Q0|LTMD1_HUMAN",0,0,0,0,0,0,0,0,0,0,5656.44,0,481907,0,0,78109,0,179444,315872.5,0,68839.2,103643,120503,40619.8,0,113366,293438.5,59491.4,0,63099.2,86292.4,0,0,0,46845,0,0,0,0,0,0,0,0,0,210883,44597.9,32726.3,0,4131.18,470346,0,0,0,7.18600190737922,0.000914440738619654,0.00890712458452133
"Q6P1X6|CH082_HUMAN",1679420,0,205395,0,0,4802040,0,274859,66937.2,1031050,425123.9,0,0,1071780,0,2484200,1728215,4248515,583561.65,1363480,2167410,37240.4,7296620,6125590,0,2365040,1817999.5,0,1071290,15659800,1392960,4323820,9862740,6528450,21837700,7689230,16060200,18961400,1772610,106666,51389.05,8438680,13178100,1826280,28155300,1580440,5503215,31742600,4035810,30004400,3575690,490810,940495,3.19824035582007,0.000161187912424816,0.00264909609505879
"Q6P4F2|FDX2_HUMAN",0,0,9829.2,0,0,171071,0,0,278774,0,383327,36912.1,0,0,0,121225,16015.5,262654.5,308060.5,0,334327,0,0,121417,0,65155.8,380543.5,297102,0,400235,176664.4,416237,645257,229389,820266,144401,223364,1568860,0,0,0,322180,219804,50988.4,1180230,791483,137183.05,426453,0,2046380,299350,0,0,1.99756782807287,0.00723723093041529,0.0390056971808025
"Q6P587|FAHD1_HUMAN",972666,23951.9,1074850,308075.5,18787,598585,338788,73014.4,641734,462110,1058073.5,264739,0,1507840,156853,129762,339416.5,2262780,1442774,480544,688812,460395,2516970,511708,743150,2311900,3113265,2166030,1416200,2044960,695658,1319960,4048250,3416820,9302690,2052820,3663700,5970960,929811,574208,241743.5,3652000,4553840,980451,6636650,1519520,2224340,5792140,1507780,3748420,1490110,683712,2101990,2.16480328055366,6.60077732640438e-06,0.000441358225606143
"Q6PI48|SYDM_HUMAN",242481,332327,496718,72453.95,0,1775580,846472,366522,802883,1050420,767684.5,108883,1628990,376199,360123,260282,135670.1,3568035,2043580,109169,1155930,390369,3557720,1974470,833851,1709600,3505755,2537070,254575,2848940,1239730,2063790,4882240,1455890,7541420,730688,1767740,3929430,1205940,263947,221146,742220,2156790,1135650,4986920,1457490,893888.5,3013270,4514310,1951600,3641580,193326,1665360,1.75073135041497,3.3748184884843e-05,0.00104651980084931
"Q6QNY1|BL1S2_HUMAN",0,0,0,0,0,29127.4,0,0,0,0,38355.9,0,40998,107591,6818.1,0,0,112345,119252,0,268498,0,36126.4,84356.2,0,57937.3,86937.8,31370.1,24150.5,39624.7,31433.3,50619.5,0,77516.2,0,0,0,65955.2,70545.9,0,0,0,9261.54,44359.8,174071,20966.5,6588.41,69261.7,0,0,55689.6,0,147113,2.99596101444437,0.000207609131323649,0.00312826998583686
"Q6UW02|CP20A_HUMAN",197515,0,525452,110319.7,193226,316635,306180,43814.7,310706,698974,47111.3,86567,111432,573457,331843,157225,117986.45,309134.5,110584.8,88999.3,196144,424295,549257,554491,82252,503133,1126415.5,177690,209357,792267,336502.5,33321.2,493059,498693,649476,1114640,37836.9,399711,103600,139833,29294.6,643572,1532620,218989.5,2298470,683459,338965.5,1380080,1274910,1027840,275371,41918.2,691983,1.09207423314862,0.00873026739430717,0.0445111885655741
"Q6UW68|TM205_HUMAN",1256840,3545790,6199830,933009,1962300,1193490,2839660,462545.5,1215220,1240270,1240791.5,263820,2753990,4442770,971586,3215920,1597075,2879430,4733865,1506150,2155230,2456040,10103200,3282690,723183,3554570,4300475,2330750,3183220,4563730,3489200,1194150,8785520,6762430,5093360,10251900,660695,10676400,2598320,462510,822755.5,5506320,5996720,1333385,28547000,4163970,2808610,5751530,4034950,13629700,2907760,2890030,1815710,1.30673731718047,0.00357081134265273,0.0231759737194013
"Q6UWM9|UD2A3_HUMAN",0,0,758431,0,0,0,0,0,156213,0,59057.9,0,840479,0,284665,617935,187911,953239.5,1194141.5,640801,1182380,239517,1623720,1000800,189748,0,0,0,855651,2104600,107419.35,412360,1380840,1110560,1969610,2688900,1860350,0,370154,0,0,106595,8158640,0,925857,4603740,569397,1656440,4931460,1432490,1729670,345493,1227350,3.83580252531569,0.000114325281234136,0.00215206445818744
"Q6UWP2|DHR11_HUMAN",0,0,0,0,0,130715,37338.2,0,0,47259.4,53382.6,0,772712,37261.3,0,0,13071.2,0,163274.75,0,0,0,0,0,200495.5,0,0,0,0,0,0,0,0,3029800,2148680,467948,212273,512468,0,0,0,420662,495963,55277.95,715382,99353,1155371.5,1362470,121201,278682,432651,0,0,3.78955621354177,0.00541928308950383,0.0315094004995698
"Q6UWW8|EST3_HUMAN",0,0,127961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200138,0,0,0,0,0,0,0,0,337099,544420,272281,22654.7,665321,0,142086,200549,424022,0,0,68573.2,0,0,138876,0,0,267701,291972,325154,183817,649829,494886,172716,454362,0,3.74366253085388,0.000213033370575847,0.00319679264208826
"Q6UX53|MET7B_HUMAN",873621,4200510,10640200,284882.5,204612,204081,1863740,5160.03,370463,538801,1618053.5,46778.2,9543780,4176510,533685,1595900,469021,1781935,5562265,6457950,16878100,6404050,10913000,1992800,869069.5,1996400,4252665,10008500,2718550,9967090,2374250,608958,9881040,5433300,2147460,20097700,1515640,9829080,1540500,2776510,333475,3426180,9676590,889598.5,5002530,1344710,12305755,8504670,7553840,9893490,6999310,3790190,4000640,1.66584955305441,0.00258885304808701,0.0184029321325255
"Q6UXV4|MIC27_HUMAN",657073,457496,465260,69626.1,17879.5,369866,39654.6,670999.5,294574,412905,142585.6,384415,854365,1305280,277867,428061,203444.5,1112015,1048641.5,166133,250654,92311.1,1781590,984742,19944.7,1434710,1423076,415616,505902,1076150,956365.5,1001460,2243800,2217920,1935090,940511,587589,5773080,440405,165032,117901.85,1324170,727829,854058.5,2037120,999761,600119.5,4916100,627044,4589280,1417450,116428,413913,1.83022240069891,0.000183412205947767,0.00289268538078309
"Q6XQN6|PNCB_HUMAN",39002.9,0,1024720,0,0,29265.7,791210,2526000,1403830,1564920,759361,9263.16,441572,609768,257903,67742.8,821779,833042.5,0,571884,364404,26567.9,1533470,956118,526132,132473,0,361821,632257,3248850,299893,610374,1645720,6869010,14905600,4129190,5029790,6197530,274013,1569260,4974795,8677730,9322320,1080240,18005200,6811060,2309715,14438300,2418020,4622290,3039430,245957,928803,2.2210758557198,0.00127991687820603,0.0112391059387202
"Q6XR72|ZNT10_HUMAN",0,0,222560,0,0,0,0,0,0,0,0,0,0,0,0,185388,0,75887.3,0,46392.3,181988,0,948966,232421,0,639749,578285,61963.7,0,171690,0,0,406953,58820.5,332696,133078,0,1070950,138998,0,0,342127,240945,147407.5,774234,1340080,237420,178227,590999,300379,0,0,535070,3.71000234995278,0.000142241321094108,0.00244130224626492
"Q6YN16|HSDL2_HUMAN",497832,348020,4065460,480620,192008,3709550,215475,638664.5,1304360,1322210,1482630,126604,2447560,5012210,684209,3924820,269324,11512270,5904155,3798940,3831140,2342770,7255510,3432810,443971,5113120,9569810,9994660,4314040,7250950,6173715,9945470,15327500,7256380,15397100,10366900,12091500,21242400,3030450,2171730,564933,16009600,12504700,2269260,10457400,6677580,16083950,20380800,14606800,26042700,8279630,2217450,4727850,2.75144814142512,2.95930407145051e-08,3.16596213910681e-05
"Q6ZT12|UBR3_HUMAN",0,0,14415.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81408.9,0,0,0,0,45803.5,0,0,9445.27,54397.7,0,0,0,27804.4,0,0,0,149658,0,0,0,0,0,0,41834.7,234073,6537.94,103636,100443,229113,25453.5,0,0,0,0,142241,4.66769740189809,0.0037946851539003,0.0242502266707465
"Q6ZVX9|PAQR9_HUMAN",0,0,83402.2,0,0,0,0,0,0,0,0,0,0,126938,0,79219.9,0,330547,169559.65,20395.6,67880.3,249111,391348,49092.8,0,602845,301359.5,0,0,323745,16944.2,0,337828,0,0,96323.7,108523,0,79756.4,0,0,0,0,46951.6,0,0,73247.15,0,220660,0,0,24663.1,521547,3.89473023374854,0.000421126831165974,0.00515880368178318
"Q709F0|ACD11_HUMAN",0,0,3507270,0,0,0,0,0,0,0,203151,0,674975,2463940,0,725929,4255.62,965641,0,540659,311630,138483,7782470,555196,131181,2037510,4098190,444472,1550580,501817,1127855,124475,2088820,1325010,1173410,8316730,241535,2488190,1227190,171350,0,6569280,3291140,42039.9,6266200,988815,2047705,1818650,2369670,2595590,980076,1135040,352716,2.45826045281821,0.00297811339251937,0.0203536565910204
"Q70E73|RAPH1_HUMAN",397046,20195.3,260404,168070.5,100286,562447,71075.6,75011.95,306468,399005,83517.15,195849,268625,321504,208893,303822,135816.5,571636,368557,150591,339776,89138,547773,140026,13912.005,759082,484563.5,340368,226453,868205,205662,318848,488439,614230,3157810,790967,193606,1628700,219856,314120,7895.06,453872,1490490,229222.5,1222480,537176,349601,821174,571988,1827570,291318,264269,320117,1.31638116618947,0.00269348996214677,0.0189994638099122
"Q71RC2|LARP4_HUMAN",148522,0,258300,36307.3,0,296668,33899.4,32839.8,123342,217823,828805.5,90257.8,746563,269910,226174,193035,5766.4,439820,354885,168617,363780,164130,458727,88750.6,50585.15,568859,545236.5,328648,222466,449966,670003,402247,816192,480154,1206230,606906,458717,1265840,311669,316003,0,611142,1031450,73571.5,738839,304672,606777.5,733672,584799,1622570,593640,255514,273833,1.47358036759906,0.00135918780225755,0.011742431362976
"Q765P7|MTSS2_HUMAN",0,0,39491.4,0,0,0,0,0,0,0,0,0,0,56953.9,39717.3,28826.6,0,33971.6,71454.35,0,74573.8,0,10510.8,0,13196.6,245238,114306.55,16567,15630.5,616630,0,47538.3,0,152053,237237,63282.4,206902,0,8490.47,0,0,214139,0,26984,869358,264826,119706.95,287487,199445,209170,35931.2,31990.4,375279,5.11851507569223,0.000276250479559797,0.00386329374356065
"Q7KZF4|SND1_HUMAN",5893740,11690400,4041050,2089770,3131080,9684810,8769490,2360635,6549390,12285000,10718895,1856540,6233210,10008800,9306500,6735310,2493765,21796550,13931750,2108200,20056000,5962030,9568820,3700660,2656575,28190100,13067035,13935100,9863440,37265900,12501850,9869510,19798300,17353400,19123700,20760800,18437700,31262800,5617360,21834400,2620905,27305700,29163800,6366500,35782900,27706900,12784450,39527900,18404300,45452000,20302100,5513720,14404700,1.32912793484819,1.50109494858599e-05,0.000683370813827904
"Q7L0Y3|TM10C_HUMAN",396517,361581,124612,157413.5,0,1580220,44804,835269.5,257209,215751,740980,224378,1059160,71206.2,206791,457497,16322,1571180,469717.5,28214.7,1113250,258394,857883,63834.9,207907,915243,2246180,222728,98129,1155780,863350.5,2148560,1394110,848241,1006650,207069,1912860,1871270,487003,343219,207188,517141,2844500,559700,1087870,1805960,251655.6,1172710,2554560,4110220,1196440,89560.1,380603,1.20421996283442,0.00793282349533701,0.0412982919842403
"Q7L592|NDUF7_HUMAN",226452,0,0,0,0,79499.3,0,59949.6,173154,0,215907,0,0,0,173159,118387,0,286746.5,542906,0,250601,0,745690,0,33560.7,380153,436641,0,0,1022570,99244.05,376704,507914,49455.5,1158300,1290840,2123830,1131330,298872,13849.8,0,83921.6,1256850,32727.5,1132980,191028,157828,164548,1300690,1210080,493564,24661,0,2.72798414832173,0.000151359705866365,0.00253675705471591
"Q7L5Y1|ENOF1_HUMAN",25959.1,0,130043,85985.9,0,0,51791.1,1315.92,0,334526,195000,55668.7,0,307559,59455.3,0,0,57176.2,258812.5,525808,0,53061.3,728054,484405,99107.9,406129,57412.7,626106,119955,230105,99502.1,838595,248074,735833,911499,307137,799720,554978,221244,128983,111604.5,552013,389816,214315,731636,13693.5,224747.5,145923,505984,868304,1311210,264324,0,2.23839489789253,2.14051797400147e-05,0.000830864970181857
"Q7Z3D6|GLUCM_HUMAN",310321,0,417844,62134.15,34918.7,0,182958,180762.4,396290,127273,127947.05,78187,0,153005,60621.3,31747.8,40380.1,674613.5,0,437002,0,0,364408,0,269448.25,325373,298658,401933,413694,842191,146709,1358230,1638300,964182,1668330,1164720,827949,1220660,298512,417594,421477.5,743985,339292,212319,532086,1673300,48416.4,2540460,391226,480196,1030550,145954,0,1.78414529109327,0.000290024927056408,0.00399500001453881
"Q7Z3K3|POGZ_HUMAN",149650,0,18453,20090300,0,1403700,0,136511.3,21604900,193017,243328,0,25490.7,0,55723500,157692,10799650,163554.75,23363823.5,0,53588800,0,402270,86673.7,74863100,27665000,67882250,15815500,61460300,29843600,194962.15,19056800,227153000,139929000,107992000,128356000,417496,140645000,274697,0,24833.1,299340,736963,18166043.5,66768.1,70262000,50622536,0,148197000,48295.4,234400000,0,51658800,3.5548798668429,0.000282518477208691,0.00392578995413281
"Q7Z478|DHX29_HUMAN",151850,0,102639,74678.05,72412,291722,0,8131.75,95332.6,142831,184758.5,0,537208,109166,73140.3,264516,37557.1,227685.5,81966.5,0,373782,57365.2,492827,127822,46481.8,509885,442717.5,161384,73560.7,401621,400982,193394,525490,2387220,228354,60014.9,2320450,123988,360018,118997,0,3393700,431794,217920.5,586261,189939,233463,22185.2,596120,493730,304166,38689.1,660082,2.22065545183644,0.00319638942701597,0.0213948109822894
"Q7Z4G1|COMD6_HUMAN",134075,0,121873,0,0,202144,0,141982,123446,213968,360197,158510,251169,382403,189569,81996.3,137129.85,248757.5,466586,0,167407,23740.9,190863,125314,105196.35,486020,233692.05,298708,114870,233752,322190.5,268746,291024,381784,464929,191974,237331,350541,260496,190150,179783.55,207013,394109,124332.65,210806,145150,68194.55,130196,190359,328379,388826,165171,239133,0.928234977430785,0.0076040171208929,0.0401069728011598
"Q7Z4W1|DCXR_HUMAN",1379440,10629100,72206100,244440.5,2104500,10063500,2979630,6488680,5226730,30153700,5993810,312330,6798140,122247000,6252220,4514700,8763490,44632150,25311650,48524100,5538370,3191090,169266000,38463000,9824585,9265220,39050350,14506700,99973800,24818700,39701400,4920760,48306500,193838000,151311000,437239000,53187900,634550000,25292800,9519690,6269820,319121000,63336200,19371050,388048000,28437700,231114500,712052000,68912900,102847000,43214400,77891800,24280400,3.11142202055931,0.000963607128300336,0.00929720533625403
"Q7Z6B0|CCD91_HUMAN",2850.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28354.3,0,0,0,0,42727.7,0,24965.9,0,46288.3,48610.8,0,0,0,0,0,42920.2,129591,0,98111.2,12149.4,0,0,169422,0,234321,66005.5,0,0,0,0,0,0,6.59827222028528,0.00634780912686349,0.0353535844414854
"Q7Z7H8|RM10_HUMAN",0,0,0,0,0,677749,0,188836.5,0,241016,666627.5,0,308719,0,0,334764,0,55390.05,0,0,68729.3,0,0,0,0,446709,547495.5,0,73520.1,1064200,71770.9,743563,1086530,793872,3324350,517764,1151450,2567880,43882.8,0,0,378954,1790850,150379,1777600,1159350,167228,0,1100870,2833560,707885,0,0,1.94044803683607,0.00736146109296391,0.0393448948840428
"Q7Z7K0|COXM1_HUMAN",0,0,49271.6,34829.1,0,0,0,0,0,0,0,0,0,25112.3,0,0,0,59720.4,57683.4,0,40961.6,0,288804,91778.8,0,110877,132658.25,191039,19818,55191.8,178274.5,172367,215833,0,0,0,0,0,99727.3,0,0,0,0,0,0,0,0,0,0,0,0,115692,102076,2.76824545931362,0.00205422425233805,0.0155411959208392
"Q7Z7K6|CENPV_HUMAN",198343,25475.8,483075,0,0,413078,0,28082.95,28919.1,65395.7,161010,309049,0,638939,9609.55,556523,0,886076,2690905,28378.7,939260,651213,917631,423918,94880.95,286703,1135062,576548,127644,3446660,962969.5,221244,758762,406292,1003170,475082,1520890,299706,436868,89601.6,0,963783,410546,641630,1642030,1799960,354742.5,1987060,168817,576245,204808,36108.8,3513790,2.44612999191174,5.46975223767174e-05,0.00137401025896127
"Q86SX6|GLRX5_HUMAN",764035,0,1899610,22008.7,0,1603510,137968,283025,452045,704779,824073.5,28131.9,1003160,218263,399796,770346,82423.1,2187655,999941.5,280366,283693,187401,5157380,448970,0,1699010,1210919.5,1871440,988257,3056070,916860.5,3561070,5726660,2093360,4622850,2157630,2461440,11104100,820463,909208,0,1230560,3992660,2710880,4981570,5269800,782050,5851310,2298200,4569440,1791990,0,503189,1.95810198414498,0.000187344810984519,0.00294026000418002
"Q86TG7|PEG10_HUMAN",207679,0,0,0,0,0,0,0,0,0,60035.4,0,0,0,1399150,2822190,0,90615.2,530014,0,621663,47655.6,0,0,0,1131790,1421354,695151,0,1095260,632379,107470,0,0,726083,0,0,217830,773991,0,0,0,0,116035,2580400,5246520,0,0,447226,958013,0,0,513310,4.59944748092285,0.0021902347788302,0.0162158212748686
